time,SlrW_Avg,SlrW_Max,SlrW_Min,SlrMJ_Tot,PAR_Den_Avg,PAR_Den_Max,PAR_Den_Min,PAR_Tot_Tot,AirTC_Avg,RH,VWC_Avg,EC_Avg,T_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg
2021-11-07 1:10,0,0,0,0,0,0.006,0,9.81E-05,14.2,90.9,0.427,0.286,15.99,0.427,0.286,15.99
2021-11-07 1:20,0,0,0,0,0,0.015,0,0.000132167,14.21,91.3,0.427,0.286,15.96,0.427,0.286,15.96
2021-11-07 1:30,0,0,0,0,0,0.015,0,0.000274785,14.18,91.2,0.427,0.286,15.93,0.427,0.286,15.93
2021-11-07 1:40,0,0,0,0,0,0.016,0,0.000215801,14.16,91.3,0.427,0.286,15.9,0.427,0.286,15.91
2021-11-07 1:50,0,0,0,0,0,0.018,0,0.000278051,14.15,91.8,0.427,0.286,15.89,0.427,0.286,15.89
2021-11-07 2:00,0,0.004,0,3.10E-08,0,0.009,0,0.000132423,14.19,92.5,0.427,0.286,15.91,0.427,0.285,15.91
2021-11-07 2:10,0.074,0.175,0,4.42E-05,0,0.007,0,3.71E-05,14.29,93.2,0.427,0.286,15.96,0.427,0.285,15.96
2021-11-07 2:20,0.06,0.176,0,3.57E-05,0,0.006,0,5.93E-05,14.43,93.1,0.427,0.285,16.02,0.427,0.285,16.02
2021-11-07 2:30,0,0,0,0,0,0.016,0,9.80E-05,14.52,92.9,0.427,0.285,16.06,0.427,0.285,16.06
2021-11-07 2:40,0,0,0,0,0,0.005,0,7.15E-05,14.54,92.8,0.427,0.285,16.07,0.427,0.285,16.07
2021-11-07 2:50,0,0,0,0,0,0.019,0,0.000271292,14.51,92,0.427,0.285,16.05,0.427,0.285,16.06
2021-11-07 3:00,0,0,0,0,0,0.009,0,0.00014506,14.42,91.8,0.427,0.285,16.02,0.427,0.285,16.01
2021-11-07 3:10,0,0,0,0,0,0.017,0,0.000205833,14.32,91.6,0.427,0.285,15.97,0.427,0.285,15.96
2021-11-07 3:20,0,0,0,0,0,0.012,0,0.000118962,14.22,91.6,0.427,0.285,15.91,0.427,0.285,15.91
2021-11-07 3:30,0,0,0,0,0,0.015,0,0.00019578,14.15,91.5,0.426,0.285,15.86,0.426,0.285,15.86
2021-11-07 3:40,0,0,0,0,0,0.011,0,0.000217732,14.1,91.6,0.426,0.284,15.81,0.426,0.284,15.81
2021-11-07 3:50,0,0,0,0,0,0.005,0,0.000125976,14.02,91.6,0.426,0.284,15.76,0.426,0.284,15.76
2021-11-07 4:00,0,0,0,0,0,0.006,0,4.52E-05,13.95,91.6,0.426,0.284,15.71,0.427,0.284,15.72
2021-11-07 4:10,0,0,0,0,0,0.018,0,0.000208929,13.92,92.4,0.426,0.284,15.69,0.426,0.284,15.7
2021-11-07 4:20,0.022,0.091,0,1.30E-05,0,0.016,0,0.000168745,13.98,93.1,0.426,0.284,15.72,0.426,0.284,15.72
2021-11-07 4:30,0.112,0.199,0.049,6.71E-05,0,0.017,0,0.0001103,14.16,93.7,0.426,0.284,15.79,0.426,0.284,15.79
2021-11-07 4:40,0.163,0.219,0.107,9.77E-05,0,0.007,0,3.70E-05,14.33,94,0.426,0.284,15.87,0.426,0.284,15.86
2021-11-07 4:50,0.037,0.155,0,2.25E-05,0,0.014,0,0.000105047,14.49,93.9,0.426,0.284,15.94,0.426,0.284,15.94
2021-11-07 5:00,0,0,0,0,0,0.011,0,9.58E-05,14.57,93.5,0.426,0.284,15.98,0.426,0.284,15.98
2021-11-07 5:10,0,0,0,0,0,0.009,0,0.000120893,14.56,93.4,0.426,0.284,15.99,0.426,0.284,15.99
2021-11-07 5:20,0,0,0,0,0,0,0,9.09E-07,14.47,92.4,0.426,0.283,15.96,0.426,0.284,15.96
2021-11-07 5:30,0,0,0,0,0,0.006,0,6.01E-05,14.32,92.1,0.426,0.283,15.89,0.426,0.283,15.89
2021-11-07 5:40,0,0,0,0,0,0.018,0,9.00E-05,14.19,91.9,0.426,0.283,15.81,0.426,0.283,15.82
2021-11-07 5:50,0,0,0,0,0,0.025,0,0.000201261,14.07,91.9,0.426,0.283,15.74,0.426,0.283,15.74
2021-11-07 6:00,0,0,0,0,0,0.014,0,7.90E-05,13.96,92,0.426,0.283,15.68,0.426,0.283,15.68
2021-11-07 6:10,0,0,0,0,0,0.013,0,8.83E-05,13.93,92.6,0.426,0.283,15.64,0.426,0.283,15.64
2021-11-07 6:20,0.001,0.032,0,4.77E-07,0,0.011,0,0.000122341,13.97,93.2,0.426,0.283,15.65,0.426,0.283,15.66
2021-11-07 6:30,0,0,0,0,0,0,0,1.02E-06,14.07,93.4,0.426,0.283,15.68,0.426,0.283,15.68
2021-11-07 6:40,0,0,0,0,0,0.02,0,0.000222816,14.13,93.4,0.426,0.283,15.71,0.426,0.283,15.72
2021-11-07 6:50,0.006,0.036,0,3.57E-06,0.008,0.052,0,0.004837991,14.24,93.9,0.426,0.283,15.75,0.426,0.283,15.75
2021-11-07 7:00,0.003,0.053,0,2.05E-06,0.065,0.148,0,0.03912336,14.3,93.8,0.426,0.282,15.79,0.426,0.283,15.79
2021-11-07 7:10,2.327,5.112,0,0.001396311,6.119,13.54,0.09,3.671187,14.35,94,0.426,0.282,15.83,0.426,0.282,15.83
2021-11-07 7:20,8.2,10.66,5.131,0.00491702,20.19,25.63,13.61,12.11257,14.3,91.1,0.426,0.282,15.82,0.426,0.282,15.82
2021-11-07 7:30,12.92,14.2,10.68,0.007752029,31.24,33.79,25.72,18.74279,14.08,90.7,0.426,0.282,15.76,0.426,0.282,15.76
2021-11-07 7:40,13,14.19,11.96,0.007798375,34.08,37,32.14,20.44587,14.09,90.6,0.426,0.282,15.78,0.426,0.282,15.78
2021-11-07 7:50,22.53,27.86,14.35,0.0135204,54.47,65.63,37.34,32.68249,14.2,91,0.426,0.282,15.83,0.426,0.282,15.83
2021-11-07 8:00,37.32,58.58,28.02,0.02239103,86.6,120.2,65.95,51.94744,14.54,92.3,0.426,0.282,16.02,0.426,0.282,16.02
2021-11-07 8:10,44.15,50.83,29.9,0.02648978,104.1,119.2,71.58,62.47594,15.16,93,0.426,0.282,16.36,0.426,0.282,16.36
2021-11-07 8:20,27.64,29.47,25.33,0.01658682,70.35,74.48,62.05,42.21093,15.69,83,0.426,0.282,16.69,0.426,0.282,16.7
2021-11-07 8:30,28.75,40.88,22.86,0.01724814,75.71,103.3,61.04,45.42376,15.74,78,0.426,0.282,16.78,0.426,0.282,16.78
2021-11-07 8:40,86.8,164.3,41.32,0.05210144,205.6,356.1,104.3,123.3659,15.68,79.37,0.426,0.282,16.84,0.426,0.282,16.84
2021-11-07 8:50,143.1,157.6,72.46,0.08585984,320,351.1,172.7,192.0286,16.51,77.08,0.426,0.282,17.3,0.426,0.282,17.3
2021-11-07 9:00,153.7,168.8,71.77,0.09222227,349.2,386.8,177.8,209.4931,18.43,69.99,0.426,0.283,18.17,0.426,0.283,18.17
2021-11-07 9:10,189.2,225,85.7,0.1134984,436.2,512.9,197,261.7492,19.87,55.77,0.426,0.283,19.1,0.426,0.283,19.1
2021-11-07 9:20,142,246.5,72.54,0.08520431,328.4,507.7,188.7,197.0683,20.21,52.21,0.426,0.282,19.63,0.426,0.283,19.63
2021-11-07 9:30,129.2,265.1,51.64,0.07752841,299.4,526.4,140.5,179.6226,19.86,52.12,0.426,0.282,19.74,0.426,0.282,19.74
2021-11-07 9:40,116.9,293.3,50.98,0.07016426,293.6,657,139.1,176.1881,18.97,55.9,0.425,0.283,19.43,0.426,0.282,19.43
2021-11-07 9:50,167,232.5,86.7,0.1002128,461.4,610.9,230.4,276.8583,18.3,56.81,0.425,0.282,19.59,0.425,0.283,19.59
2021-11-07 10:00,287.5,340,234.7,0.1725211,540,626.4,463.7,324.0104,18.84,53.17,0.426,0.282,20.23,0.426,0.282,20.23
2021-11-07 10:10,260.2,342.4,104.3,0.1561404,555.9,666,281,333.5633,19.8,50.54,0.425,0.283,20.93,0.425,0.283,20.93
2021-11-07 10:20,260.9,345.3,141.4,0.1565147,523.7,611.7,308.6,314.226,20.3,53.82,0.425,0.283,21.42,0.425,0.283,21.42
2021-11-07 10:30,335.4,360.7,319.1,0.2012344,684.4,745.5,552.1,410.6356,20.66,49.87,0.425,0.283,22.12,0.425,0.283,22.12
2021-11-07 10:40,360.7,366.6,351.4,0.2164442,618.4,751.7,486.2,371.0438,20.83,50.59,0.425,0.283,22.69,0.425,0.283,22.69
2021-11-07 10:50,353.4,367.1,342.5,0.2120371,726.2,789.5,491.6,435.7437,21.35,48.69,0.425,0.283,23.29,0.425,0.283,23.29
2021-11-07 11:00,361.7,380.2,343.8,0.2169922,753.5,770.8,735.1,452.1201,22.42,46.38,0.425,0.283,23.89,0.425,0.283,23.89
2021-11-07 11:10,373.7,387.3,357.8,0.2242053,753.8,765.3,742.1,452.2885,23.02,46,0.425,0.283,24.23,0.425,0.283,24.23
2021-11-07 11:20,312.8,376.3,211.5,0.1876536,745.3,765.6,729.3,447.1801,23.94,44.18,0.425,0.283,24.43,0.425,0.283,24.44
2021-11-07 11:30,344.2,381.1,305.6,0.2064902,775.9,799.6,755.8,465.5393,24.01,44.52,0.425,0.284,24.73,0.425,0.284,24.73
2021-11-07 11:40,310.5,364.6,115.8,0.1862996,710,865,296.6,425.9843,22.69,47.57,0.425,0.284,24.56,0.425,0.284,24.56
2021-11-07 11:50,340.8,401.2,157,0.2044981,737.1,855,342.6,442.2564,23.33,43.33,0.425,0.284,24.58,0.425,0.284,24.58
2021-11-07 12:00,256.2,317.2,235.1,0.1536906,685.8,772.3,628.5,411.4756,24.22,39.94,0.425,0.284,24.76,0.425,0.284,24.76
2021-11-07 12:10,322.6,403.7,236.8,0.1935344,771.6,823,599.4,462.9522,24.25,39.36,0.425,0.284,24.89,0.425,0.284,24.89
2021-11-07 12:20,348.7,422.6,217.3,0.2092134,792.9,824,754.5,475.7114,23.94,39.32,0.425,0.284,24.76,0.425,0.284,24.76
2021-11-07 12:30,383.3,435.7,248.7,0.2299944,749.5,906,553,449.6757,23.75,39.25,0.425,0.284,24.62,0.425,0.284,24.62
2021-11-07 12:40,243.7,473.8,116.6,0.1461941,598.1,957,295,358.8595,23.62,40.04,0.425,0.284,24.46,0.425,0.284,24.46
2021-11-07 12:50,130.4,215.1,109.1,0.07826968,323.6,504.9,280.7,194.141,22.64,43.05,0.425,0.285,24.01,0.425,0.284,24
